title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
"Dan Taberski, Henry Molofsky, Morgan Jones, Marshall Lewy and Staffs of Wondery and Audacy's Pineapple Street Studios",22859,finalist,1746634014,node/dan-taberski-henry-molofsky-morgan-jones-marshall-lewy-and-staffs-wondery-and-audacys,"For “Hysterical,” a fascinating series that traced the outbreak of a mysterious and apparently contagious nerve disorder in upstate New York that largely affected young women, and the frustrating efforts to identify it.",631,653,,,2025,653,2025,631,Audio Reporting
Annie Jacobsen,14370,finalist,1460651066,finalists/annie-jacobsen,A brilliantly researched account of a small but powerful secret government agency whose military research profoundly affects world affairs.,220,104,"The Pentagon&#039;s Brain: An Uncensored History of DARPA, America&#039;s Top-Secret Military Research Agency","Little, Brown &amp; Company",2016,104,2016,220,History
Brian Matthew Jordan,14371,finalist,1460651376,finalists/brian-matthew-jordan,"A history exposing mental and physical infirmities that beset Civil War veterans, maladies that echo in the experiences of many veterans today.",220,104,Marching Home: Union Veterans and Their Unending Civil War,Liveright/Norton,2016,104,2016,220,History
James M. Scott,14372,finalist,1460651546,finalists/james-m-scott,"A spellbinding narrative that uses Chinese, Russian and Japanese sources to expand the story of the first American attack on Japan during World War II.",220,104,Target Tokyo: Jimmy Doolittle and the Raid That Avenged Pearl Harbor,W.W. Norton &amp; Company,2016,104,2016,220,History
Elizabeth Alexander,14373,finalist,1460651698,finalists/elizabeth-alexander-0,A prose elegy and love story told in a lyrical voice that carries the author and her readers across the difficult terrain from grief to consolation.,222,104,The Light of the World: A Memoir,Grand Central Publishing,2016,104,2016,222,Biography
Diane Seuss,14377,finalist,1461247148,finalists/diane-seuss,A richly improvisational poetry collection that leads readers through a gallery of incisive and beguiling portraits and landscapes.,224,104,Four-Legged Girl,Graywolf Press,2016,104,2016,224,Poetry
Elizabeth Willis,14379,finalist,1460815363,finalists/elizabeth-willis,A book worthy of its title in which the poet calls readers to look deep within themselves and regard anew the struggle to live.,224,104,Alive: New and Selected Poems,NYRB,2016,104,2016,224,Poetry
Kelly Link,14380,finalist,1460653503,finalists/kelly-link,A collection of short stories in which a writer with a fertile and often fabulist imagination explores inner lies and odd corners of reality.,219,104,Get in Trouble: Stories,Random House,2016,104,2016,219,Fiction
Margaret Verble,14381,finalist,1460653731,finalists/margaret-verble,A novel whose humble prose seems well-suited to the remote American milieu it so engagingly evokes: the Indian allotments of 1920s Oklahoma.,219,104,Maud&#039;s Line,Houghton Mifflin Harcourt,2016,104,2016,219,Fiction
Timo Andres,14384,finalist,1460655519,finalists/timo-andres,A three-movement piece inspired by Beethoven that takes listeners on a beautiful quest in which they rise and fall with the music&#039;s ascending and descending scales.,225,104,The Blind Banister,Andres &amp; Sons Bakery,2016,104,2016,225,Music
Carter Pann,14386,finalist,1460987518,finalists/carter-pann-0,"Recording released on September 8, 2015 by Capitol Quartet, a suite that imagines its four saxophonists as mechanics engaged in a rhythmic interplay of precision and messiness that is by turns bubbly, pulsing, dreamy and nostalgic (Blue Griffin).",225,104,The Mechanics: Six from the Shop Floor,Blue Griffin,2016,104,2016,225,Music
Ta-Nehisi Coates,14389,finalist,1460663819,finalists/ta-nehisi-coates,A powerful book that passionately and bleakly propounds the hazards faced by black men coming of age in America.,223,104,Between the World and Me,Spiegel &amp; Grau,2016,104,2016,223,General Nonfiction
Carla Power,14390,finalist,1460755259,finalists/carla-power,"A perceptive account of a year spent reading the Quran, displaying grace, subtlety and humane intellect as antidotes to rampant Islamophobia.",223,104,If the Oceans Were Ink: An Unlikely Friendship and a Journey to the Heart of the Quran,Henry Holt,2016,104,2016,223,General Nonfiction
InsideClimate News,14392,finalist,1460857254,finalists/insideclimate-news,For a probe into a major oil company&#039;s decades-long misinformation campaign to muddy the debate over climate change.,204,104,,,2016,104,2016,204,Public Service
Tampa Bay Times,14393,finalist,1460834408,finalists/tampa-bay-times,"For exposing a local school board&#039;s culpability in turning some county schools into failure factories, with tragic consequences for the community. (Moved by the Board to the Local Reporting category, where it was also entered.)",204,104,,,2016,104,2016,204,Public Service
The Baltimore Sun Staff,14395,finalist,1461011946,finalists/baltimore-sun-staff,"For fast-moving coverage of the rioting that followed the death of Freddie Gray, reflecting the newsroom&#039;s knowledge of the community and advancing the conversation about police violence.",205,104,,,2016,104,2016,205,Breaking News Reporting
The Post and Courier Staff,14396,finalist,1463086222,finalists/post-and-courier-staff,For its tenacious effort in obtaining video of a police officer shooting an unarmed Walter Scott and superb reporting that put the recorded shooting in context.,205,104,,,2016,104,2016,205,Breaking News Reporting
Tom Robbins of The Marshall Project and Michael Schwirtz and Michael Winerip,14398,finalist,1460994598,finalists/tom-robbins-marshall-project-and-michael-schwirtz-and-michael-winerip,For a probing report that lifted the veil on an epidemic of violence by corrections officers against inmates in New York state prisons.,206,104,The New York Times,,2016,104,2016,206,Investigative Reporting
"Jessica Silver-Greenberg, Michael Corkery and Robert Gebeloff",14402,finalist,1460994589,finalists/jessica-silver-greenberg-michael-corkery-and-robert-gebeloff,"For a revelatory inquiry into a corporate strategy to add clauses to millions of contracts, stripping consumers and employees of their rights to challenge unfair business practices in court.",206,104,The New York Times,,2016,104,2016,206,Investigative Reporting
Colin Woodard,14406,finalist,1497544917,finalists/colin-woodard,For a compelling account of dramatic ecological changes occurring in the warming ocean region from Nova Scotia to Cape Cod.,207,104,Portland Press Herald/Maine Sunday Telegram,,2016,104,2016,207,Explanatory Reporting
"Jonathan D. Rockoff, Joseph Walker, Jeanne Whalen, Peter Loftus and Ed Silverman",14407,finalist,1460994659,finalists/jonathan-d-rockoff-joseph-walker-jeanne-whalen-peter-loftus-and-ed-silverman,"For a lucid explanation of how pharmaceutical companies employ secretive tactics to raise drug prices relentlessly, at great cost to patients and taxpayers.",207,104,The Wall Street Journal,,2016,104,2016,207,Explanatory Reporting
Stephen Karam,14410,finalist,1460730706,finalists/stephen-karam-0,A profoundly affecting drama that sketches the psychological and emotional contours of an average American family.,218,104,The Humans,,2016,104,2016,218,Drama
Branden Jacobs-Jenkins,14411,finalist,1460730810,finalists/branden-jacobs-jenkins,A play of wit and irony that deftly transports the audience from satire to thriller and back again.,218,104,Gloria,,2016,104,2016,218,Drama
The New York Times Staff,14416,finalist,1460842081,finalists/new-york-times-staff-1,"For shocking stories told in text, video and photography that demystified the rapid rise and enduring strength of the Islamic State.",210,104,,,2016,104,2016,210,International Reporting
"Tom Wright, Bradley Hope, Simon Clark, Mia Lamar and James Hookway",14418,finalist,1460842335,finalists/tom-wright-bradley-hope-simon-clark-mia-lamar-and-james-hookway,"For masterful reporting that exposed corruption at the highest levels of a fragile democracy, leading to &quot;Malaysia&#039;s Watergate.&quot;",210,104,The Wall Street Journal,,2016,104,2016,210,International Reporting
Jason Cherkis,14419,finalist,1460841463,finalists/jason-cherkis,"For deeply researched multimedia reporting on opioid addiction that punctured conventional wisdom by showing how many drug overdose deaths may have been preventable, not inevitable.",209,104,The Huffington Post,,2016,104,2016,209,National Reporting
"Abrahm Lustgarten, Al Shaw, Jeff Larson, Naveena Sadasivam and David Sleight of ProPublica",14420,finalist,1463413146,finalists/abrahm-lustgarten-al-shaw-jeff-larson-naveena-sadasivam-and-david-sleight-propublica,"For ambitious reporting that uncovered greed, political cowardice and willful ignorance as prominent causes of the water crisis currently affecting the American West.",209,104,,,2016,104,2016,209,National Reporting
N.R. Kleinfield,14424,finalist,1464033702,finalists/nr-kleinfield,"For the layered and riveting account of the last days of a Queens man, part detective story, part eulogy and part exploration of a city&#039;s bureaucracy of death.",211,104,The New York Times,,2016,104,2016,211,Feature Writing
Eli Saslow,14425,finalist,1470409905,finalists/eli-saslow-0,"For three humane and topical feature stories exploring lives affected by a natural disaster, gun violence and a frayed social safety net.",211,104,The Washington Post,,2016,104,2016,211,Feature Writing
Steve Lopez,14428,finalist,1460849064,finalists/steve-lopez-0,For richly nuanced columns written in an elegant voice illuminating huge inequalities in wealth and opportunity in contemporary Los Angeles.,212,104,Los Angeles Times,,2016,104,2016,212,Commentary
Nicholas D. Kristof,14429,finalist,1460849155,finalists/nicholas-d-kristof-1,For courageously reported and deeply felt columns focused on the crisis of refugees from Syria and other war-torn regions.,212,104,The New York Times,,2016,104,2016,212,Commentary
"Michael Sallah, Emily Michot, Joanna Zuckerman Bernstein and Sohail Al-Jamea",14437,finalist,1675194139,finalists/michael-sallah-emily-michot-joanna-zuckerman-bernstein-and-sohail-al-jamea,"For the impressive reporting, enhanced by video and graphic elements, on a local drug sting that cost tens of millions of dollars but yielded no significant arrests.",208,104,Miami Herald,,2016,104,2016,208,Local Reporting
