title,nid,type,changed,path_alias,citation,category_tid,year_tid,publication,publisher,filename_year,tid,year,tid_category,category
Magner White,5757,winner,1439235120,winners/magner-white,"For his story of the eclipse of the sun.
",272,196,"San Diego Sun
",,1924,196,1924,272,Reporting
Frank I. Cobb,14059,winner,1461346328,winners/frank-i-cobb-0,A special prize of $1000 was awarded to the widow of Frank I. Cobb in recognition of the distinction of her husband&#039;s editorial writing and service.,214,196,New York World,,1924,196,1924,214,Editorial Writing
"Miami Herald Editorial Board, for a series written by Amy Driscoll",22031,winner,1698158372,winners/miami-herald-editorial-board-series-written-amy-driscoll,Editorials on the failure of Florida public officials to deliver on many taxpayer-funded amenities and services promised to residents over decades.,214,645,,,2023,645,2023,214,Editorial Writing
Andrea Long Chu of New York Magazine,22033,winner,1698158186,winners/andrea-long-chu-new-york-magazine,"For book reviews that scrutinize authors as well as their works, using multiple cultural lenses to explore some of society’s most fraught topics.",213,645,,,2023,645,2023,213,Criticism
"Kyle Whitmire of AL.com, Birmingham",22035,winner,1698158080,winners/kyle-whitmire-alcom-birmingham,"For measured and persuasive columns that document how Alabama&#039;s Confederate heritage still colors the present with racism and exclusion, told through tours of its first capital, its mansions and monuments–and through the history that has been omitted.",212,645,,,2023,645,2023,212,Commentary
Staff of The Wall Street Journal,22041,winner,1698333812,winners/staff-wall-street-journal-0,"For sharp accountability reporting on financial conflicts of interest among officials at 50 federal agencies, revealing those who bought and sold stocks they regulated and other ethical violations by individuals charged with safeguarding the public’s interest.
",206,645,,,2023,645,2023,206,Investigative Reporting
"Associated Press, for the work of Mstyslav Chernov, Evgeniy Maloletka, Vasilisa Stepanenko and Lori Hinnant",22042,winner,1714767152,winners/associated-press-work-mstyslav-chernov-evgeniy-maloletka-vasilisa-stepanenko-and-lori,Courageous reporting from the besieged city of Mariupol that bore witness to the slaughter of civilians in Russia’s invasion of Ukraine.,204,645,,,2023,645,2023,204,Public Service
Caitlin Dickerson of The Atlantic,22043,winner,1698156071,winners/caitlin-dickerson-atlantic,"For deeply reported and compelling accounting of the Trump administration policy that forcefully separated migrant children from their parents, resulting in abuses that have persisted under the current administration.",207,645,,,2023,645,2023,207,Explanatory Reporting
"Anna Wolfe of Mississippi Today, Ridgeland, Miss.",22045,winner,1698157332,winners/anna-wolfe-mississippi-today-ridgeland-miss,"For reporting that revealed how a former Mississippi governor used his office to steer millions of state welfare dollars to benefit his family and friends, including NFL quarterback Brett Favre.
",208,645,,,2023,645,2023,208,Local Reporting
Caroline Kitchener of The Washington Post,22049,winner,1698157625,winners/caroline-kitchener-washington-post,"For unflinching reporting that captured the complex consequences of life after Roe v. Wade, including the story of a Texas teenager who gave birth to twins after new restrictions denied her an abortion.",209,645,,,2023,645,2023,209,National Reporting
"John Archibald, Ashley Remkus, Ramsey Archibald and Challen Stephens of AL.com, Birmingham",22050,winner,1698157475,winners/john-archibald-ashley-remkus-ramsey-archibald-and-challen-stephens-alcom-birmingham,"For a series exposing how the police force in the town of Brookside preyed on residents to inflate revenue, coverage that prompted the resignation of the police chief, four new laws and a state audit. 
",208,645,,,2023,645,2023,208,Local Reporting
Eli Saslow of The Washington Post,22054,winner,1698157994,winners/eli-saslow-washington-post,"For evocative individual narratives about people struggling with the pandemic, homelessness, addiction and inequality that collectively form a sharply-observed portrait of contemporary America.",211,645,,,2023,645,2023,211,Feature Writing
Staff of The New York Times,22057,winner,1698419781,winners/staff-new-york-times-0,"For their unflinching coverage of Russia’s invasion of Ukraine, including an eight-month investigation into Ukrainian deaths in the town of Bucha and the Russian unit responsible for the killings.",210,645,,,2023,645,2023,210,International Reporting
Staff of the Los Angeles Times,22058,winner,1698332877,winners/staff-los-angeles-times,"For revealing a secretly recorded conversation among city officials that included racist comments, followed by coverage of the rapidly resulting turmoil and deeply reported pieces that delved further into the racial issues affecting local politics.
",205,645,,,2023,645,2023,205,Breaking News Reporting
"Mona Chalabi, contributor, The New York Times",22060,winner,1698158509,winners/mona-chalabi-contributor-new-york-times,For striking illustrations that combine statistical reporting with keen analysis to help readers understand the immense wealth and economic power of Amazon founder Jeff Bezos.,644,645,,,2023,645,2023,644,Illustrated Reporting and Commentary
Photography Staff of Associated Press,22064,winner,1698334328,winners/photography-staff-associated-press-0,"For unique and urgent images from the first weeks of Russia’s invasion of Ukraine, including the devastation of Mariupol after other news organizations left, victims of the targeting of civilian infrastructure and the resilience of the Ukrainian people who were able to flee.
",216,645,,,2023,645,2023,216,Breaking News Photography
Christina House of the Los Angeles Times,22068,winner,1698158857,winners/christina-house-los-angeles-times,For an intimate look into the life of a pregnant 22-year-old woman living on the street in a tent–images that show her emotional vulnerability as she tries and ultimately loses the struggle to raise her child.,217,645,,,2023,645,2023,217,Feature Photography
"Staff of Gimlet Media, notably Connie Walker",22071,winner,1698335848,winners/staff-gimlet-media-notably-connie-walker,"Whose investigation into her father’s troubled past revealed a larger story of abuse of hundreds of Indigenous children at an Indian residential school in Canada, including other members of Walker’s extended family, a personal search for answers expertly blended with rigorous investigative reporting.
",631,645,,,2023,645,2023,631,Audio Reporting
Hernan Diaz,22207,winner,1698336119,winners/hernan-diaz,"A riveting novel set in a bygone America that explores family, wealth and ambition through linked narratives rendered in different literary styles, a complex examination of love and power in a country where capitalism is king.",219,645,Trust,Riverhead Books,2023,645,2023,219,Fiction
Barbara Kingsolver,22209,winner,1698336019,winners/barbara-kingsolver,"A masterful recasting of “David Copperfield,” narrated by an Appalachian boy whose wise, unwavering voice relates his encounters with poverty, addiction, institutional failures and moral collapse–and his efforts to conquer them.",219,645,Demon Copperhead,Harper,2023,645,2023,219,Fiction
Jefferson Cowie,22211,winner,1698336367,winners/jefferson-cowie,"A resonant account of an Alabama county in the 19th and 20th centuries shaped by settler colonialism and slavery, a portrait that illustrates the evolution of white supremacy by drawing powerful connections between anti-government and racist ideologies.
",220,645,Freedom’s Dominion: A Saga of White Resistance to Federal Power,Basic Books,2023,645,2023,220,History
Beverly Gage,22214,winner,1698336452,winners/beverly-gage,"A deeply researched and nuanced look at one of the most polarizing figures in U.S. history that depicts the longtime FBI director in all his complexity, with monumental achievements and crippling flaws.",222,645,G-Man: J. Edgar Hoover and the Making of the American Century,Viking,2023,645,2023,222,Biography
Hua Hsu,22219,winner,1698336594,winners/hua-hsu,"An elegant and poignant coming of age account that considers intense, youthful friendships but also random violence that can suddenly and permanently alter the presumed logic of our personal narratives.",650,645,Stay True,Doubleday,2023,645,2023,650,Memoir or Autobiography
Carl Phillips,22221,winner,1698336703,winners/carl-phillips,"A masterful collection that chronicles American culture as the country struggles to make sense of its politics, of life in the wake of a pandemic, and of our place in a changing global community.  
",224,645,"Then the War: And Selected Poems, 2007-2020","Farrar, Straus and Giroux",2023,645,2023,224,Poetry
Sanaz Toossi,22228,winner,1698336235,winners/sanaz-toossi,"A quietly powerful play about four Iranian adults preparing for an English language exam in a storefront school near Tehran, where family separations and travel restrictions drive them to learn a new language that may alter their identities and also represent a new life. ",218,645,English,,2023,645,2023,218,Drama
Rhiannon Giddens and Michael Abels,22231,winner,1698337076,winners/rhiannon-giddens-and-michael-abels,"Premiered on May 27, 2022 at the Spoleto Festival USA in Charleston, S.C., an innovative and compelling opera about enslaved people brought to North America from Muslim countries, a musical work that respectfully represents African as well as African American traditions, expanding the language of the operatic form while conveying the humanity of those condemned to bondage.",225,645,Omar,,2023,645,2023,225,Music
Robert Samuels and Toluse Olorunnipa,22234,winner,1698336868,winners/robert-samuels-and-toluse-olorunnipa,"An intimate, riveting portrait of an ordinary man whose fatal encounter with police officers in 2020 sparked an international movement for social change, but whose humanity and complicated personal story were unknown. (Moved by the Board from the Biography category.)",223,645,His Name Is George Floyd: One Man’s Life and the Struggle for Racial Justice,Viking,2023,645,2023,223,General Nonfiction
Adam Johnson,7172,winner,1461595071,winners/adam-johnson,"An exquisitely crafted novel that carries the reader on an adventuresome journey into the depths of totalitarian North Korea and into the most intimate spaces of the human heart.
",219,107,The Orphan Master&#039;s Son,Random House,2013,107,2013,219,Fiction
Ayad Akhtar,7173,winner,1443024700,winners/ayad-akhtar,"A moving play that depicts a successful corporate lawyer painfully forced to consider why he has for so long camouflaged his Pakistani Muslim heritage.
",218,107,Disgraced,,2013,107,2013,218,Drama
Sharon Olds,7174,winner,1443027273,winners/sharon-olds,"A book of unflinching poems on the author&#039;s divorce that examine love, sorrow and the limits of self-knowledge.
",224,107,Stag&#039;s Leap,Alfred A. Knopf,2013,107,2013,224,Poetry
Caroline Shaw,7175,winner,1443026313,winners/caroline-shaw,"A highly polished and inventive a cappella work uniquely embracing speech, whispers, sighs, murmurs, wordless melodies and novel vocal effects (New Amsterdam Records). 
",225,107,Partita for 8 Voices,New Amsterdam Records,2013,107,2013,225,Music
Fredrik Logevall,7176,winner,1523994181,winners/fredrik-logevall,"A balanced, deeply researched history of  how, as French colonial rule faltered, a succession of American leaders moved step by step down a road toward full-blown war.
",220,107,Embers of War: The Fall of an Empire and the Making of America&#039;s Vietnam,Random House,2013,107,2013,220,History
Tom Reiss,7177,winner,1443025204,winners/tom-reiss,"A compelling story of a forgotten swashbuckling hero of mixed race whose bold  exploits were captured by his son, Alexander Dumas, in famous 19th century novels.
",222,107,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",Crown,2013,107,2013,222,Biography
Gilbert King,7178,winner,1443025560,winners/gilbert-king,"A richly detailed chronicle of racial injustice in the Florida town of Groveland in 1949, involving four black men falsely accused of rape and drawing a civil rights crusader, and eventual Supreme Court justice, into the legal battle.
",223,107,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",Harper,2013,107,2013,223,General Nonfiction
Bret Stephens,7179,winner,1451864632,winners/bret-stephens,"For his incisive columns on American foreign policy and domestic politics, often enlivened by a contrarian twist.
",212,107,The Wall Street Journal,,2013,107,2013,212,Commentary
